inventory_key,inventory_id,title,description,release_year,language,rental_duration,rental_rate,length,replacement_cost,rating,special_features,catalogy name
3393,3394,ROSES TREASURE,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006.0,English             ,5,4.99,162.0,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3394,3395,ROSES TREASURE,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006.0,English             ,5,4.99,162.0,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3395,3396,ROSES TREASURE,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006.0,English             ,5,4.99,162.0,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3396,3397,ROSES TREASURE,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006.0,English             ,5,4.99,162.0,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3397,3398,ROSES TREASURE,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006.0,English             ,5,4.99,162.0,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3398,3399,ROSES TREASURE,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006.0,English             ,5,4.99,162.0,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3399,3400,ROSES TREASURE,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,2006.0,English             ,5,4.99,162.0,23.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3400,3401,ROUGE SQUAD,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,2006.0,English             ,3,0.99,118.0,10.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Games
3401,3402,ROUGE SQUAD,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,2006.0,English             ,3,0.99,118.0,10.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Games
3402,3403,ROUGE SQUAD,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,2006.0,English             ,3,0.99,118.0,10.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Games
3403,3404,ROUGE SQUAD,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,2006.0,English             ,3,0.99,118.0,10.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Games
3404,3405,ROUGE SQUAD,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,2006.0,English             ,3,0.99,118.0,10.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Games
3405,3406,ROXANNE REBEL,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,2006.0,English             ,5,0.99,171.0,9.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3406,3407,ROXANNE REBEL,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,2006.0,English             ,5,0.99,171.0,9.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3407,3408,ROXANNE REBEL,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,2006.0,English             ,5,0.99,171.0,9.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3408,3409,ROXANNE REBEL,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,2006.0,English             ,5,0.99,171.0,9.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3409,3410,ROXANNE REBEL,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,2006.0,English             ,5,0.99,171.0,9.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3410,3411,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006.0,English             ,4,0.99,109.0,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action
3411,3412,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006.0,English             ,4,0.99,109.0,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action
3412,3413,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006.0,English             ,4,0.99,109.0,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action
3413,3414,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006.0,English             ,4,0.99,109.0,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action
3414,3415,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006.0,English             ,4,0.99,109.0,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action
3415,3416,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006.0,English             ,4,0.99,109.0,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action
3416,3417,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006.0,English             ,4,0.99,109.0,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action
3417,3418,RUGRATS SHAKESPEARE,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,2006.0,English             ,4,0.99,109.0,16.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Action
3418,3419,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,2006.0,English             ,6,4.99,153.0,19.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Horror
3419,3420,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,2006.0,English             ,6,4.99,153.0,19.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Horror
3420,3421,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,2006.0,English             ,6,4.99,153.0,19.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Horror
3421,3422,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,2006.0,English             ,6,4.99,153.0,19.99,R,"{""Deleted Scenes"",""Behind the Scenes""}",Horror
3422,3423,RUN PACIFIC,A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention,2006.0,English             ,3,0.99,145.0,25.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3423,3424,RUN PACIFIC,A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention,2006.0,English             ,3,0.99,145.0,25.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3424,3425,RUN PACIFIC,A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention,2006.0,English             ,3,0.99,145.0,25.99,R,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3425,3426,RUNAWAY TENENBAUMS,A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House,2006.0,English             ,6,0.99,181.0,17.99,NC-17,{Commentaries},New
3426,3427,RUNAWAY TENENBAUMS,A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House,2006.0,English             ,6,0.99,181.0,17.99,NC-17,{Commentaries},New
3427,3428,RUNNER MADIGAN,A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback,2006.0,English             ,6,0.99,101.0,27.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Music
3428,3429,RUNNER MADIGAN,A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback,2006.0,English             ,6,0.99,101.0,27.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Music
3429,3430,RUNNER MADIGAN,A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback,2006.0,English             ,6,0.99,101.0,27.99,NC-17,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Music
3430,3431,RUSH GOODFELLAS,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006.0,English             ,3,0.99,48.0,20.99,PG,"{""Deleted Scenes""}",Family
3431,3432,RUSH GOODFELLAS,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006.0,English             ,3,0.99,48.0,20.99,PG,"{""Deleted Scenes""}",Family
3432,3433,RUSH GOODFELLAS,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006.0,English             ,3,0.99,48.0,20.99,PG,"{""Deleted Scenes""}",Family
3433,3434,RUSH GOODFELLAS,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006.0,English             ,3,0.99,48.0,20.99,PG,"{""Deleted Scenes""}",Family
3434,3435,RUSH GOODFELLAS,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006.0,English             ,3,0.99,48.0,20.99,PG,"{""Deleted Scenes""}",Family
3435,3436,RUSH GOODFELLAS,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006.0,English             ,3,0.99,48.0,20.99,PG,"{""Deleted Scenes""}",Family
3436,3437,RUSH GOODFELLAS,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006.0,English             ,3,0.99,48.0,20.99,PG,"{""Deleted Scenes""}",Family
3437,3438,RUSH GOODFELLAS,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,2006.0,English             ,3,0.99,48.0,20.99,PG,"{""Deleted Scenes""}",Family
3438,3439,RUSHMORE MERMAID,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,2006.0,English             ,6,2.99,150.0,17.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
3439,3440,RUSHMORE MERMAID,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,2006.0,English             ,6,2.99,150.0,17.99,PG-13,"{Trailers,Commentaries,""Deleted Scenes""}",Comedy
3440,3441,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006.0,English             ,5,4.99,99.0,11.99,PG,"{Trailers,""Behind the Scenes""}",Children
3441,3442,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006.0,English             ,5,4.99,99.0,11.99,PG,"{Trailers,""Behind the Scenes""}",Children
3442,3443,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006.0,English             ,5,4.99,99.0,11.99,PG,"{Trailers,""Behind the Scenes""}",Children
3443,3444,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006.0,English             ,5,4.99,99.0,11.99,PG,"{Trailers,""Behind the Scenes""}",Children
3444,3445,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006.0,English             ,5,4.99,99.0,11.99,PG,"{Trailers,""Behind the Scenes""}",Children
3445,3446,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006.0,English             ,5,4.99,99.0,11.99,PG,"{Trailers,""Behind the Scenes""}",Children
3446,3447,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006.0,English             ,5,4.99,99.0,11.99,PG,"{Trailers,""Behind the Scenes""}",Children
3447,3448,SADDLE ANTITRUST,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,2006.0,English             ,7,2.99,80.0,10.99,PG-13,"{Trailers,""Deleted Scenes""}",Comedy
3448,3449,SADDLE ANTITRUST,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,2006.0,English             ,7,2.99,80.0,10.99,PG-13,"{Trailers,""Deleted Scenes""}",Comedy
3449,3450,SADDLE ANTITRUST,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,2006.0,English             ,7,2.99,80.0,10.99,PG-13,"{Trailers,""Deleted Scenes""}",Comedy
3450,3451,SAGEBRUSH CLUELESS,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006.0,English             ,4,2.99,106.0,28.99,G,{Trailers},Documentary
3451,3452,SAGEBRUSH CLUELESS,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006.0,English             ,4,2.99,106.0,28.99,G,{Trailers},Documentary
3452,3453,SAGEBRUSH CLUELESS,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006.0,English             ,4,2.99,106.0,28.99,G,{Trailers},Documentary
3453,3454,SAGEBRUSH CLUELESS,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006.0,English             ,4,2.99,106.0,28.99,G,{Trailers},Documentary
3454,3455,SAGEBRUSH CLUELESS,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,2006.0,English             ,4,2.99,106.0,28.99,G,{Trailers},Documentary
3455,3456,SAINTS BRIDE,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,2006.0,English             ,5,2.99,125.0,11.99,G,"{""Deleted Scenes""}",Drama
3456,3457,SAINTS BRIDE,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,2006.0,English             ,5,2.99,125.0,11.99,G,"{""Deleted Scenes""}",Drama
3457,3458,SAINTS BRIDE,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,2006.0,English             ,5,2.99,125.0,11.99,G,"{""Deleted Scenes""}",Drama
3458,3459,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,2006.0,English             ,4,2.99,73.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3459,3460,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,2006.0,English             ,4,2.99,73.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3460,3461,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,2006.0,English             ,4,2.99,73.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3461,3462,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,2006.0,English             ,4,2.99,73.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3462,3463,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,2006.0,English             ,4,2.99,73.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3463,3464,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,2006.0,English             ,4,2.99,73.0,29.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",New
3464,3465,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006.0,English             ,5,2.99,110.0,21.99,G,{Commentaries},New
3465,3466,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006.0,English             ,5,2.99,110.0,21.99,G,{Commentaries},New
3466,3467,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006.0,English             ,5,2.99,110.0,21.99,G,{Commentaries},New
3467,3468,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006.0,English             ,5,2.99,110.0,21.99,G,{Commentaries},New
3468,3469,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006.0,English             ,5,2.99,110.0,21.99,G,{Commentaries},New
3469,3470,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006.0,English             ,5,2.99,110.0,21.99,G,{Commentaries},New
3470,3471,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006.0,English             ,5,2.99,110.0,21.99,G,{Commentaries},New
3471,3472,SANTA PARIS,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,2006.0,English             ,7,2.99,154.0,23.99,PG,"{Commentaries,""Behind the Scenes""}",Children
3472,3473,SANTA PARIS,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,2006.0,English             ,7,2.99,154.0,23.99,PG,"{Commentaries,""Behind the Scenes""}",Children
3473,3474,SANTA PARIS,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,2006.0,English             ,7,2.99,154.0,23.99,PG,"{Commentaries,""Behind the Scenes""}",Children
3474,3475,SASSY PACKER,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006.0,English             ,6,0.99,154.0,29.99,G,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3475,3476,SASSY PACKER,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006.0,English             ,6,0.99,154.0,29.99,G,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3476,3477,SASSY PACKER,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006.0,English             ,6,0.99,154.0,29.99,G,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3477,3478,SASSY PACKER,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006.0,English             ,6,0.99,154.0,29.99,G,"{""Deleted Scenes"",""Behind the Scenes""}",Games
3478,3479,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006.0,English             ,3,4.99,75.0,26.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3479,3480,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006.0,English             ,3,4.99,75.0,26.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3480,3481,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006.0,English             ,3,4.99,75.0,26.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3481,3482,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006.0,English             ,3,4.99,75.0,26.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3482,3483,SATISFACTION CONFIDENTIAL,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,2006.0,English             ,3,4.99,75.0,26.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Sports
3483,3484,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006.0,English             ,3,4.99,150.0,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports
3484,3485,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006.0,English             ,3,4.99,150.0,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports
3485,3486,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006.0,English             ,3,4.99,150.0,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports
3486,3487,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006.0,English             ,3,4.99,150.0,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports
3487,3488,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006.0,English             ,3,4.99,150.0,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports
3488,3489,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006.0,English             ,3,4.99,150.0,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports
3489,3490,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006.0,English             ,3,4.99,150.0,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports
3490,3491,SATURDAY LAMBS,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,2006.0,English             ,3,4.99,150.0,28.99,G,"{Commentaries,""Deleted Scenes""}",Sports
3491,3492,SATURN NAME,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,2006.0,English             ,7,4.99,182.0,18.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy
3492,3493,SATURN NAME,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,2006.0,English             ,7,4.99,182.0,18.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy
3493,3494,SATURN NAME,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,2006.0,English             ,7,4.99,182.0,18.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy
3494,3495,SATURN NAME,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,2006.0,English             ,7,4.99,182.0,18.99,R,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Comedy
3495,3496,SAVANNAH TOWN,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,2006.0,English             ,5,0.99,84.0,25.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Drama
3496,3497,SAVANNAH TOWN,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,2006.0,English             ,5,0.99,84.0,25.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Drama
3497,3498,SAVANNAH TOWN,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,2006.0,English             ,5,0.99,84.0,25.99,PG-13,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Drama
3498,3499,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006.0,English             ,6,4.99,183.0,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music
3499,3500,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006.0,English             ,6,4.99,183.0,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music
3500,3501,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006.0,English             ,6,4.99,183.0,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music
3501,3502,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006.0,English             ,6,4.99,183.0,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music
3502,3503,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006.0,English             ,6,4.99,183.0,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music
3503,3504,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006.0,English             ,6,4.99,183.0,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music
3504,3505,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006.0,English             ,6,4.99,183.0,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music
3505,3506,SCALAWAG DUCK,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,2006.0,English             ,6,4.99,183.0,13.99,NC-17,"{Commentaries,""Behind the Scenes""}",Music
3506,3507,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,2006.0,English             ,3,4.99,102.0,11.99,PG-13,"{Commentaries,""Deleted Scenes""}",Children
3507,3508,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,2006.0,English             ,3,4.99,102.0,11.99,PG-13,"{Commentaries,""Deleted Scenes""}",Children
3508,3509,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,2006.0,English             ,3,4.99,102.0,11.99,PG-13,"{Commentaries,""Deleted Scenes""}",Children
3509,3510,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,2006.0,English             ,3,4.99,102.0,11.99,PG-13,"{Commentaries,""Deleted Scenes""}",Children
3510,3511,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,2006.0,English             ,3,4.99,102.0,11.99,PG-13,"{Commentaries,""Deleted Scenes""}",Children
3511,3512,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,2006.0,English             ,3,4.99,102.0,11.99,PG-13,"{Commentaries,""Deleted Scenes""}",Children
3512,3513,SCHOOL JACKET,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,2006.0,English             ,5,4.99,151.0,21.99,PG-13,{Trailers},Foreign
3513,3514,SCHOOL JACKET,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,2006.0,English             ,5,4.99,151.0,21.99,PG-13,{Trailers},Foreign
3514,3515,SCISSORHANDS SLUMS,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,2006.0,English             ,5,2.99,147.0,13.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Foreign
3515,3516,SCISSORHANDS SLUMS,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,2006.0,English             ,5,2.99,147.0,13.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Foreign
3516,3517,SCISSORHANDS SLUMS,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,2006.0,English             ,5,2.99,147.0,13.99,G,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",Foreign
