ID thanh toán,ID khách hàng,ID nhân viên,ID thuê,S? ti?n,Ngày thanh toán
30506,133,2,8389,6.99,4/29/2007
30507,133,2,9139,2.99,4/30/2007
30508,133,1,9175,0.99,4/30/2007
30509,133,2,9671,0.99,4/30/2007
30510,134,1,5315,4.99,4/9/2007
30511,134,2,6226,2.99,4/11/2007
30512,134,1,6659,0.99,4/12/2007
30513,134,2,7516,2.99,4/27/2007
30514,134,2,7965,4.99,4/28/2007
30515,134,2,8650,1.99,4/29/2007
30516,135,1,4102,0.99,4/7/2007
30517,135,2,5054,7.99,4/9/2007
30518,135,1,5541,0.99,4/10/2007
30519,135,1,6117,3.99,4/11/2007
30520,135,1,6461,3.99,4/11/2007
30521,135,1,6817,3.99,4/12/2007
30522,135,2,7297,4.99,4/27/2007
30523,135,1,7437,0.99,4/27/2007
30524,135,1,7554,7.99,4/27/2007
30525,135,1,7734,0.99,4/28/2007
30526,135,1,8315,0.99,4/29/2007
30527,135,2,8885,7.99,4/29/2007
30528,135,1,8987,6.99,4/30/2007
30529,135,2,10091,4.99,4/30/2007
30530,136,1,4927,0.99,4/8/2007
30531,136,1,5627,3.99,4/10/2007
30532,136,2,6142,3.99,4/11/2007
30533,136,1,6585,8.99,4/12/2007
30534,136,2,9319,0.99,4/30/2007
30535,136,2,9764,5.99,4/30/2007
30536,137,2,3589,4.99,4/6/2007
30537,137,2,3676,5.99,4/6/2007
30538,137,2,3874,6.99,4/6/2007
30539,137,1,4332,6.99,4/7/2007
30540,137,2,4474,3.99,4/7/2007
30541,137,1,5106,2.99,4/9/2007
30542,137,1,5443,3.99,4/9/2007
30543,137,1,5804,2.99,4/10/2007
30544,137,1,6039,6.99,4/11/2007
30545,137,2,6200,0.99,4/11/2007
30546,137,1,8028,8.99,4/28/2007
30547,137,1,8106,4.99,4/28/2007
30548,137,2,8954,2.99,4/30/2007
30549,137,1,9002,4.99,4/30/2007
30550,137,2,9200,4.99,4/30/2007
30551,137,2,9466,7.99,4/30/2007
30552,137,1,9709,4.99,4/30/2007
30553,137,1,9789,2.99,4/30/2007
30554,137,1,10175,6.99,4/30/2007
30555,138,2,3481,2.99,4/5/2007
30556,138,1,5378,0.99,4/9/2007
30557,138,1,5600,1.99,4/10/2007
30558,138,1,5679,4.99,4/10/2007
30559,138,1,6458,2.99,4/11/2007
30560,138,1,6892,0.99,4/12/2007
30561,138,1,7208,2.99,4/27/2007
30562,138,1,7754,2.99,4/28/2007
30563,138,2,8123,4.99,4/28/2007
30564,138,2,8160,3.99,4/28/2007
30565,138,1,8424,3.99,4/29/2007
30566,138,2,9259,1.99,4/30/2007
30567,138,1,9619,0.99,4/30/2007
30568,138,1,9947,9.99,4/30/2007
30569,138,1,10110,0.99,4/30/2007
30570,138,2,10190,4.99,4/30/2007
30571,139,2,4660,0.99,4/8/2007
30572,139,2,4663,2.99,4/8/2007
30573,139,2,5092,2.99,4/9/2007
30574,139,2,5265,7.99,4/9/2007
30575,139,1,5390,6.99,4/9/2007
30576,139,1,5494,6.99,4/9/2007
30577,139,1,6496,6.99,4/12/2007
30578,139,2,6740,0.99,4/12/2007
30579,139,1,7369,0.99,4/27/2007
30580,139,2,7767,5.99,4/28/2007
30581,139,2,9415,2.99,4/30/2007
30582,139,2,9920,4.99,4/30/2007
30583,140,1,6286,4.99,4/11/2007
30584,140,1,6407,9.99,4/11/2007
30585,140,2,6571,0.99,4/12/2007
30586,140,1,6918,2.99,4/12/2007
30587,140,1,7170,4.99,4/27/2007
30588,140,1,9094,4.99,4/30/2007
30589,140,1,9404,0.99,4/30/2007
30590,141,1,4057,1.99,4/7/2007
30591,141,2,4297,0.99,4/7/2007
30592,141,1,4656,5.99,4/8/2007
30593,141,2,5062,2.99,4/9/2007
30594,141,1,5769,0.99,4/10/2007
30595,141,2,6979,4.99,4/26/2007
30596,141,2,7878,2.99,4/28/2007
30597,141,1,8434,4.99,4/29/2007
30598,141,2,9073,7.99,4/30/2007
30599,141,1,9584,4.99,4/30/2007
30600,141,2,9683,2.99,4/30/2007
30601,142,2,3492,2.99,4/5/2007
30602,142,2,4497,4.99,4/8/2007
30603,142,1,4531,4.99,4/8/2007
30604,142,1,6522,0.99,4/12/2007
30605,142,1,7764,2.99,4/28/2007
30606,142,2,8513,2.99,4/29/2007
30607,142,2,8623,4.99,4/29/2007
30608,142,1,9020,7.99,4/30/2007
30609,142,1,9131,2.99,4/30/2007
30610,142,1,9419,5.99,4/30/2007
30611,143,1,4031,7.99,4/7/2007
30612,143,2,4221,0.99,4/7/2007
30613,143,1,4585,7.99,4/8/2007
30614,143,2,6076,6.99,4/11/2007
30615,143,2,6207,4.99,4/11/2007
30616,143,1,8312,0.99,4/29/2007
30617,143,1,8335,0.99,4/29/2007
30618,143,2,9889,1.99,4/30/2007
30619,143,1,10118,0.99,4/30/2007
30620,144,1,4726,6.99,4/8/2007
30621,144,2,4818,3.99,4/8/2007
30622,144,2,5049,0.99,4/9/2007
30623,144,2,5374,8.99,4/9/2007
30624,144,2,5408,7.99,4/9/2007
30625,144,2,5526,7.99,4/10/2007
30626,144,2,6614,7.99,4/12/2007
30627,144,2,6791,9.99,4/12/2007
30628,144,2,7378,5.99,4/27/2007
30629,144,2,7566,2.99,4/27/2007
30630,144,1,7830,0.99,4/28/2007
30631,144,1,7858,3.99,4/28/2007
30632,144,2,8459,5.99,4/29/2007
30633,144,1,8983,0.99,4/30/2007
30634,144,1,9034,7.99,4/30/2007
30635,144,1,9098,3.99,4/30/2007
30636,144,2,9174,4.99,4/30/2007
30637,144,2,9714,0.99,4/30/2007
30638,145,1,3647,5.99,4/6/2007
30639,145,2,4201,8.99,4/7/2007
30640,145,1,4364,4.99,4/7/2007
30641,145,2,4405,6.99,4/7/2007
30642,145,1,4470,2.99,4/7/2007
30643,145,2,4817,2.99,4/8/2007
30644,145,2,6056,2.99,4/11/2007
30645,145,1,6339,1.99,4/11/2007
30646,145,2,6378,0.99,4/11/2007
30647,145,2,7061,2.99,4/27/2007
30648,145,1,7529,7.99,4/27/2007
30649,145,2,7954,0.99,4/28/2007
30650,145,1,8380,0.99,4/29/2007
30651,145,1,9156,2.99,4/30/2007
30652,145,2,9576,0.99,4/30/2007
30653,146,1,4849,6.99,4/8/2007
30654,146,2,5000,4.99,4/8/2007
30655,146,1,6102,7.99,4/11/2007
30656,146,2,6184,6.99,4/11/2007
30657,146,1,6327,4.99,4/11/2007
30658,146,1,6990,0.99,4/26/2007
30659,146,2,8246,3.99,4/28/2007
30660,147,2,3919,7.99,4/6/2007
30661,147,2,3956,2.99,4/6/2007
30662,147,2,4792,0.99,4/8/2007
30663,147,2,5044,0.99,4/9/2007
30664,147,1,5567,2.99,4/10/2007
30665,147,1,5844,0.99,4/10/2007
30666,147,2,6343,0.99,4/11/2007
30667,147,2,6469,4.99,4/11/2007
30668,147,2,6753,2.99,4/12/2007
30669,147,2,7044,0.99,4/27/2007
30670,147,1,7723,0.99,4/28/2007
30671,147,1,8893,2.99,4/29/2007
30672,147,2,9772,0.99,4/30/2007
30673,148,1,3653,0.99,4/6/2007
30674,148,1,4080,0.99,4/7/2007
30675,148,1,4746,2.99,4/8/2007
30676,148,1,4950,2.99,4/8/2007
30677,148,1,5034,4.99,4/9/2007
30678,148,1,5372,4.99,4/9/2007
30679,148,1,6169,1.99,4/11/2007
30680,148,1,6640,8.99,4/12/2007
30681,148,2,6793,10.99,4/12/2007
30682,148,1,7656,0.99,4/28/2007
30683,148,2,7693,4.99,4/28/2007
30684,148,1,7865,9.99,4/28/2007
30685,148,2,8111,4.99,4/28/2007
30686,148,2,8331,3.99,4/29/2007
30687,148,1,8394,4.99,4/29/2007
30688,148,2,8578,4.99,4/29/2007
30689,148,2,8626,4.99,4/29/2007
30690,148,1,9023,5.99,4/30/2007
30691,148,1,9106,2.99,4/30/2007
30692,148,1,9530,1.99,4/30/2007
30693,148,1,9594,4.99,4/30/2007
30694,148,2,10067,4.99,4/30/2007
30695,149,1,3894,2.99,4/6/2007
30696,149,1,3939,6.99,4/6/2007
30697,149,1,4766,3.99,4/8/2007
30698,149,1,4837,0.99,4/8/2007
30699,149,1,5091,2.99,4/9/2007
30700,149,1,5298,10.99,4/9/2007
30701,149,1,6356,4.99,4/11/2007
30702,149,2,6940,5.99,4/26/2007
30703,149,2,7559,4.99,4/27/2007
30704,149,1,7989,6.99,4/28/2007
30705,149,2,10154,2.99,4/30/2007
30706,150,1,4271,6.99,4/7/2007
30707,150,1,6633,2.99,4/12/2007
30708,150,2,7690,4.99,4/28/2007
30709,150,1,9121,2.99,4/30/2007
30710,151,1,4376,2.99,4/7/2007
30711,151,2,6720,0.99,4/12/2007
30712,151,2,6768,3.99,4/12/2007
30713,151,2,6854,0.99,4/12/2007
30714,151,1,7189,0.99,4/27/2007
30715,151,2,7332,3.99,4/27/2007
30716,151,1,9253,4.99,4/30/2007
30717,151,1,9890,4.99,4/30/2007
30718,151,1,9969,2.99,4/30/2007
30719,151,1,10078,2.99,4/30/2007
30720,152,2,3577,2.99,4/6/2007
30721,152,1,3786,7.99,4/6/2007
30722,152,1,4974,4.99,4/8/2007
30723,152,1,6273,0.99,4/11/2007
30724,152,1,6612,2.99,4/12/2007
30725,152,1,9010,5.99,4/30/2007
30726,153,1,3795,0.99,4/6/2007
30727,153,1,3949,0.99,4/6/2007
30728,153,1,4194,5.99,4/7/2007
30729,153,2,4670,5.99,4/8/2007
30730,153,2,5676,0.99,4/10/2007
30731,153,2,5771,0.99,4/10/2007
30732,153,2,6818,9.99,4/12/2007
30733,153,2,7824,7.99,4/28/2007
30734,153,2,9936,0.99,4/30/2007
30735,153,2,10015,4.99,4/30/2007
30736,154,2,3806,7.99,4/6/2007
30737,154,2,3912,0.99,4/6/2007
30738,154,2,4132,4.99,4/7/2007
30739,154,1,4252,2.99,4/7/2007
30740,154,1,4850,5.99,4/8/2007
30741,154,1,5101,0.99,4/9/2007
30742,154,2,5760,2.99,4/10/2007
30743,154,1,6048,0.99,4/11/2007
30744,154,2,6993,4.99,4/26/2007
30745,154,1,7055,4.99,4/27/2007
30746,154,1,7156,4.99,4/27/2007
30747,154,2,7900,1.99,4/28/2007
30748,154,2,8334,7.99,4/29/2007
30749,154,2,9286,2.99,4/30/2007
30750,155,1,5128,1.99,4/9/2007
30751,155,1,6066,5.99,4/11/2007
30752,155,1,6085,4.99,4/11/2007
30753,155,2,6087,4.99,4/11/2007
30754,155,1,6443,2.99,4/11/2007
30755,155,1,7077,3.99,4/27/2007
30756,155,1,7492,2.99,4/27/2007
30757,155,2,7730,5.99,4/28/2007
30758,155,2,9781,7.99,4/30/2007
30759,155,1,10098,0.99,4/30/2007
30760,156,2,4394,2.99,4/7/2007
30761,156,2,5534,4.99,4/10/2007
30762,156,1,5828,2.99,4/10/2007
30763,156,2,5908,0.99,4/10/2007
30764,156,2,6540,6.99,4/12/2007
30765,156,2,7389,2.99,4/27/2007
30766,156,2,7822,4.99,4/28/2007
30767,156,1,9409,6.99,4/30/2007
30768,156,1,9696,0.99,4/30/2007
30769,157,1,3739,0.99,4/6/2007
30770,157,1,4253,5.99,4/7/2007
30771,157,2,4435,3.99,4/7/2007
30772,157,1,4919,0.99,4/8/2007
30773,157,1,5862,4.99,4/10/2007
30774,157,1,7110,2.99,4/27/2007
30775,157,2,7195,2.99,4/27/2007
30776,157,2,7499,4.99,4/27/2007
30777,157,2,8163,0.99,4/28/2007
30778,157,2,8337,0.99,4/29/2007
30779,157,2,8347,0.99,4/29/2007
30780,157,2,8576,4.99,4/29/2007
30781,157,1,8707,0.99,4/29/2007
30782,157,1,8827,4.99,4/29/2007
30783,157,2,9237,2.99,4/30/2007
30784,157,2,9264,4.99,4/30/2007
30785,157,1,9958,2.99,4/30/2007
30786,157,1,10203,4.99,4/30/2007
30787,158,1,4117,8.99,4/7/2007
30788,158,1,5672,2.99,4/10/2007
30789,158,1,5988,4.99,4/10/2007
30790,158,1,6416,2.99,4/11/2007
30791,158,2,6901,5.99,4/12/2007
30792,158,2,7159,2.99,4/27/2007
30793,158,1,7732,0.99,4/28/2007
30794,158,2,7952,2.99,4/28/2007
30795,158,1,8750,2.99,4/29/2007
30796,158,1,8957,1.99,4/30/2007
30797,158,1,9393,2.99,4/30/2007
30798,158,1,9713,1.99,4/30/2007
30799,158,1,9801,2.99,4/30/2007
30800,159,2,3914,5.99,4/6/2007
30801,159,2,4273,4.99,4/7/2007
30802,159,2,5656,0.99,4/10/2007
30803,159,2,6885,4.99,4/12/2007
30804,159,2,8212,2.99,4/28/2007
30805,159,1,8470,0.99,4/29/2007
30806,159,2,9022,3.99,4/30/2007
30807,159,2,9132,0.99,4/30/2007
30808,159,1,9559,7.99,4/30/2007
30809,159,1,9917,4.99,4/30/2007
30810,160,1,4842,0.99,4/8/2007
30811,160,1,4908,5.99,4/8/2007
30812,160,2,6364,6.99,4/11/2007
30813,160,2,6448,1.99,4/11/2007
30814,160,2,7500,0.99,4/27/2007
30815,160,1,8184,4.99,4/28/2007
30816,160,1,9681,0.99,4/30/2007
30817,160,2,9758,2.99,4/30/2007
30818,160,2,10089,2.99,4/30/2007
30819,161,1,3948,4.99,4/6/2007
30820,161,2,4187,0.99,4/7/2007
30821,161,2,4248,6.99,4/7/2007
30822,161,1,4490,2.99,4/7/2007
30823,161,2,5349,6.99,4/9/2007
30824,161,2,6873,4.99,4/12/2007
30825,161,1,7003,2.99,4/27/2007
30826,161,2,8774,4.99,4/29/2007
30827,161,1,9135,4.99,4/30/2007
30828,161,2,9421,0.99,4/30/2007
30829,162,2,4982,2.99,4/8/2007
30830,162,2,8478,4.99,4/29/2007
30831,162,1,8582,4.99,4/29/2007
30832,162,2,9167,4.99,4/30/2007
30833,162,1,9726,7.99,4/30/2007
30834,162,1,9775,0.99,4/30/2007
30835,162,2,10093,5.99,4/30/2007
30836,163,2,3915,3.99,4/6/2007
30837,163,1,4126,1.99,4/7/2007
30838,163,2,5549,4.99,4/10/2007
30839,163,1,5574,10.99,4/10/2007
30840,163,1,6109,0.99,4/11/2007
30841,163,1,6831,1.99,4/12/2007
30842,163,1,7303,1.99,4/27/2007
30843,163,1,7403,2.99,4/27/2007
30844,163,2,8040,0.99,4/28/2007
30845,163,2,8063,4.99,4/28/2007
30846,163,2,8403,4.99,4/29/2007
30847,164,2,4548,4.99,4/8/2007
30848,164,1,5895,3.99,4/10/2007
30849,164,1,6393,0.99,4/11/2007
30850,164,2,6558,2.99,4/12/2007
30851,164,1,6637,4.99,4/12/2007
30852,164,2,6702,0.99,4/12/2007
30853,164,1,6980,3.99,4/26/2007
30854,164,1,7227,6.99,4/27/2007
30855,164,2,8135,3.99,4/28/2007
30856,164,2,8824,4.99,4/29/2007
30857,165,2,3531,4.99,4/5/2007
30858,165,1,3784,5.99,4/6/2007
30859,165,2,4304,0.99,4/7/2007
30860,165,2,4945,2.99,4/8/2007
30861,165,1,5472,4.99,4/9/2007
30862,165,2,5658,4.99,4/10/2007
30863,165,2,5901,6.99,4/10/2007
30864,165,1,5973,0.99,4/10/2007
30865,165,1,7074,2.99,4/27/2007
30866,165,1,8608,0.99,4/29/2007
30867,165,2,9182,7.99,4/30/2007
30868,165,2,9685,4.99,4/30/2007
30869,166,2,3606,2.99,4/6/2007
30870,166,1,3642,2.99,4/6/2007
30871,166,2,4389,6.99,4/7/2007
30872,166,1,4658,0.99,4/8/2007
30873,166,1,5184,4.99,4/9/2007
30874,166,2,5380,4.99,4/9/2007
30875,166,1,5646,2.99,4/10/2007
30876,166,1,5855,7.99,4/10/2007
30877,166,2,6237,0.99,4/11/2007
30878,166,2,6882,2.99,4/12/2007
30879,166,1,7581,2.99,4/27/2007
30880,166,1,8052,5.99,4/28/2007
30881,166,1,9009,8.99,4/30/2007
30882,167,2,3518,4.99,4/5/2007
30883,167,2,4493,0.99,4/8/2007
30884,167,2,5131,0.99,4/9/2007
30885,167,1,5178,4.99,4/9/2007
30886,167,1,5191,0.99,4/9/2007
30887,167,1,5413,4.99,4/9/2007
30888,167,1,5781,2.99,4/10/2007
30889,167,2,6269,4.99,4/11/2007
30890,167,1,7608,4.99,4/27/2007
30891,167,1,8092,2.99,4/28/2007
30892,167,2,8227,4.99,4/28/2007
30893,167,1,8318,2.99,4/29/2007
30894,167,1,8793,0.99,4/29/2007
30895,167,2,8864,0.99,4/29/2007
30896,167,2,9563,4.99,4/30/2007
30897,168,1,3530,2.99,4/5/2007
30898,168,1,4308,5.99,4/7/2007
30899,168,2,4363,5.99,4/7/2007
30900,168,2,4953,2.99,4/8/2007
30901,168,1,5459,0.99,4/9/2007
30902,168,1,5907,5.99,4/10/2007
30903,168,1,6334,5.99,4/11/2007
30904,168,2,6444,0.99,4/11/2007
30905,168,2,6809,3.99,4/12/2007
30906,168,2,8352,1.99,4/29/2007
30907,168,1,8527,1.99,4/29/2007
30908,168,2,8659,6.99,4/29/2007
30909,168,2,8883,1.99,4/29/2007
30910,168,2,9197,4.99,4/30/2007
30911,168,1,9418,4.99,4/30/2007
30912,168,2,9857,6.99,4/30/2007
30913,168,2,9899,4.99,4/30/2007
30914,169,1,3493,8.99,4/5/2007
30915,169,1,4687,4.99,4/8/2007
30916,169,1,5066,2.99,4/9/2007
30917,169,1,6143,3.99,4/11/2007
30918,169,2,6453,4.99,4/11/2007
30919,169,2,6488,9.99,4/12/2007
30920,169,2,7187,6.99,4/27/2007
30921,169,1,7597,0.99,4/27/2007
30922,169,2,8558,4.99,4/29/2007
30923,169,2,9203,0.99,4/30/2007
30924,170,2,3651,4.99,4/6/2007
30925,170,1,3749,4.99,4/6/2007
30926,170,2,4113,4.99,4/7/2007
30927,170,2,4468,0.99,4/7/2007
30928,170,2,5075,0.99,4/9/2007
30929,170,1,5573,4.99,4/10/2007
30930,170,2,5685,7.99,4/10/2007
30931,170,2,5808,2.99,4/10/2007
30932,170,1,7999,7.99,4/28/2007
30933,170,2,9517,2.99,4/30/2007
30934,170,1,9817,2.99,4/30/2007
30935,170,1,10102,9.99,4/30/2007
30936,171,1,3621,0.99,4/6/2007
30937,171,2,3745,2.99,4/6/2007
30938,171,1,5660,5.99,4/10/2007
30939,171,1,5986,4.99,4/10/2007
30940,171,1,6766,2.99,4/12/2007
30941,171,2,6774,0.99,4/12/2007
30942,171,1,7037,3.99,4/27/2007
30943,171,2,9066,4.99,4/30/2007
30944,171,2,9084,5.99,4/30/2007
30945,172,1,4820,5.99,4/8/2007
30946,172,1,4821,4.99,4/8/2007
30947,172,2,4878,6.99,4/8/2007
30948,172,2,6246,7.99,4/11/2007
30949,172,1,6380,0.99,4/11/2007
30950,172,1,6875,5.99,4/12/2007
30951,172,1,7122,6.99,4/27/2007
30952,172,1,7135,2.99,4/27/2007
30953,172,1,7194,3.99,4/27/2007
30954,172,2,7261,2.99,4/27/2007
30955,172,1,7638,4.99,4/27/2007
30956,172,2,8944,6.99,4/30/2007
30957,172,1,9118,2.99,4/30/2007
30958,172,2,9218,5.99,4/30/2007
30959,173,2,3717,0.99,4/6/2007
30960,173,1,4904,7.99,4/8/2007
30961,173,2,5430,2.99,4/9/2007
30962,173,2,5485,4.99,4/9/2007
30963,173,1,5488,2.99,4/9/2007
30964,173,2,5531,2.99,4/10/2007
30965,173,1,5615,3.99,4/10/2007
30966,173,2,6021,4.99,4/11/2007
30967,173,1,7644,0.99,4/27/2007
30968,173,2,8299,2.99,4/29/2007
30969,173,2,8808,4.99,4/29/2007
30970,173,2,8829,8.99,4/29/2007
30971,173,1,9097,4.99,4/30/2007
30972,173,2,9512,2.99,4/30/2007
30973,174,2,4803,1.99,4/8/2007
30974,174,2,5414,4.99,4/9/2007
30975,174,1,6909,4.99,4/12/2007
30976,174,2,8348,7.99,4/29/2007
30977,174,1,8754,4.99,4/29/2007
30978,174,1,9301,4.99,4/30/2007
30979,174,1,9847,2.99,4/30/2007
30980,175,1,3625,4.99,4/6/2007
30981,175,2,4167,5.99,4/7/2007
30982,175,1,5232,1.99,4/9/2007
30983,175,2,6865,7.99,4/12/2007
30984,175,1,7448,2.99,4/27/2007
30985,175,1,7771,0.99,4/28/2007
30986,175,1,8244,2.99,4/28/2007
30987,175,1,8264,4.99,4/28/2007
30988,175,1,8440,3.99,4/29/2007
30989,175,1,8817,4.99,4/29/2007
30990,175,2,9941,4.99,4/30/2007
30991,176,1,3643,4.99,4/6/2007
30992,176,2,3931,6.99,4/6/2007
30993,176,2,4121,3.99,4/7/2007
30994,176,1,6035,2.99,4/11/2007
30995,176,1,6354,6.99,4/11/2007
30996,176,1,7017,4.99,4/27/2007
30997,176,1,7025,2.99,4/27/2007
30998,176,1,7210,2.99,4/27/2007
30999,176,2,7521,2.99,4/27/2007
31000,176,1,7751,5.99,4/28/2007
31001,176,1,8279,2.99,4/29/2007
31002,176,2,9145,6.99,4/30/2007
31003,177,1,4760,0.99,4/8/2007
31004,177,2,6217,9.99,4/11/2007
31005,177,1,6284,2.99,4/11/2007
31006,177,1,7493,3.99,4/27/2007
31007,177,2,7674,1.99,4/28/2007
31008,177,1,8139,0.99,4/28/2007
31009,177,2,9190,1.99,4/30/2007
31010,178,1,4915,2.99,4/8/2007
31011,178,1,5015,2.99,4/9/2007
31012,178,1,5057,4.99,4/9/2007
31013,178,1,5094,10.99,4/9/2007
31014,178,1,5984,2.99,4/10/2007
31015,178,2,6347,4.99,4/11/2007
31016,178,1,6554,5.99,4/12/2007
31017,178,1,6566,6.99,4/12/2007
31018,178,2,6606,2.99,4/12/2007
31019,178,1,7959,4.99,4/28/2007
31020,178,2,8069,0.99,4/28/2007
31021,178,1,8287,3.99,4/29/2007
31022,178,2,8388,5.99,4/29/2007
31023,178,2,8696,4.99,4/29/2007
31024,178,2,9004,4.99,4/30/2007
31025,178,1,9311,7.99,4/30/2007
31026,178,2,9879,4.99,4/30/2007
31027,178,2,10125,0.99,4/30/2007
31028,179,1,3671,6.99,4/6/2007
31029,179,1,3844,0.99,4/6/2007
31030,179,1,4618,2.99,4/8/2007
31031,179,2,6071,6.99,4/11/2007
31032,179,1,6616,7.99,4/12/2007
31033,179,1,6806,2.99,4/12/2007
31034,179,1,7028,6.99,4/27/2007
31035,179,1,7054,4.99,4/27/2007
31036,179,1,7609,4.99,4/27/2007
31037,179,1,8573,2.99,4/29/2007
31038,179,1,8731,8.99,4/29/2007
31039,179,2,9491,4.99,4/30/2007
31040,179,2,9893,0.99,4/30/2007
31041,179,1,10156,4.99,4/30/2007
31042,180,2,4826,7.99,4/8/2007
31043,180,1,4924,9.99,4/8/2007
31044,180,2,5384,0.99,4/9/2007
31045,180,2,5773,0.99,4/10/2007
31046,180,1,5860,3.99,4/10/2007
31047,180,1,7274,2.99,4/27/2007
31048,180,2,8540,2.99,4/29/2007
31049,180,2,8720,5.99,4/29/2007
31050,180,1,9373,0.99,4/30/2007
31051,180,2,9995,3.99,4/30/2007
31052,181,1,3862,6.99,4/6/2007
31053,181,2,4428,4.99,4/7/2007
31054,181,2,6477,4.99,4/12/2007
31055,181,1,6946,8.99,4/26/2007
31056,181,1,7393,0.99,4/27/2007
31057,181,1,7632,4.99,4/27/2007
31058,181,1,8593,5.99,4/29/2007
31059,181,1,8601,9.99,4/29/2007
31060,181,2,9214,4.99,4/30/2007
31061,181,2,9235,5.99,4/30/2007
31062,181,1,9357,8.99,4/30/2007
31063,181,1,9844,4.99,4/30/2007
31064,182,1,3509,2.99,4/5/2007
31065,182,1,3697,6.99,4/6/2007
31066,182,1,4174,2.99,4/7/2007
31067,182,1,4349,0.99,4/7/2007
31068,182,2,4513,1.99,4/8/2007
31069,182,2,4591,3.99,4/8/2007
31070,182,2,4784,0.99,4/8/2007
31071,182,1,5521,2.99,4/9/2007
31072,182,2,7229,0.99,4/27/2007
31073,182,2,7863,0.99,4/28/2007
31074,182,2,7880,4.99,4/28/2007
31075,182,2,8048,8.99,4/28/2007
31076,183,1,3869,2.99,4/6/2007
31077,183,2,4134,0.99,4/7/2007
31078,183,2,4157,2.99,4/7/2007
31079,183,1,5069,1.99,4/9/2007
31080,183,2,5756,0.99,4/10/2007
31081,183,1,6472,4.99,4/12/2007
31082,183,1,6569,4.99,4/12/2007
31083,183,2,7359,0.99,4/27/2007
31084,183,2,9672,5.99,4/30/2007
31085,183,1,9818,4.99,4/30/2007
31086,183,2,9931,2.99,4/30/2007
31087,184,1,4314,0.99,4/7/2007
31088,184,2,4882,6.99,4/8/2007
31089,184,1,5891,0.99,4/10/2007
31090,184,2,6493,2.99,4/12/2007
31091,184,2,6700,6.99,4/12/2007
31092,184,2,7051,4.99,4/27/2007
31093,184,2,7686,6.99,4/28/2007
31094,184,1,8892,4.99,4/29/2007
31095,184,1,9162,0.99,4/30/2007
31096,185,1,4186,9.99,4/7/2007
31097,185,1,4524,2.99,4/8/2007
31098,185,2,4822,7.99,4/8/2007
31099,185,2,6106,2.99,4/11/2007
31100,185,1,6418,1.99,4/11/2007
31101,185,1,6965,2.99,4/26/2007
31102,185,1,7066,4.99,4/27/2007
31103,185,1,8200,2.99,4/28/2007
31104,185,2,8442,0.99,4/29/2007
31105,185,1,8684,8.99,4/29/2007
31106,185,2,9246,0.99,4/30/2007
31107,185,2,9473,2.99,4/30/2007
31108,186,2,6067,4.99,4/11/2007
31109,186,2,7739,0.99,4/28/2007
31110,186,1,7915,3.99,4/28/2007
31111,186,1,8483,4.99,4/29/2007
31112,186,2,8872,0.99,4/29/2007
31113,186,2,9303,2.99,4/30/2007
31114,186,2,9360,5.99,4/30/2007
31115,186,1,10104,1.99,4/30/2007
31116,187,2,3709,10.99,4/6/2007
31117,187,1,4429,4.99,4/7/2007
31118,187,2,5366,0.99,4/9/2007
31119,187,1,5738,8.99,4/10/2007
31120,187,2,5833,6.99,4/10/2007
31121,187,1,6057,3.99,4/11/2007
31122,187,2,6428,2.99,4/11/2007
31123,187,2,7289,4.99,4/27/2007
31124,187,2,7844,7.99,4/28/2007
31125,187,2,7967,7.99,4/28/2007
31126,187,1,9241,2.99,4/30/2007
31127,188,2,3848,3.99,4/6/2007
31128,188,2,4150,2.99,4/7/2007
31129,188,2,5356,2.99,4/9/2007
31130,188,2,5729,5.99,4/10/2007
31131,188,2,6555,4.99,4/12/2007
31132,188,2,7042,0.99,4/27/2007
31133,188,1,7556,4.99,4/27/2007
31134,188,2,9613,4.99,4/30/2007
31135,189,1,3763,0.99,4/6/2007
31136,189,2,3813,4.99,4/6/2007
31137,189,2,4203,0.99,4/7/2007
31138,189,1,6193,5.99,4/11/2007
31139,189,1,7469,4.99,4/27/2007
31140,189,1,7675,4.99,4/28/2007
31141,189,2,7790,2.99,4/28/2007
31142,189,2,9171,5.99,4/30/2007
31143,189,2,9386,0.99,4/30/2007
31144,189,1,9506,4.99,4/30/2007
31145,190,2,4005,5.99,4/6/2007
31146,190,1,4140,2.99,4/7/2007
31147,190,2,6867,3.99,4/12/2007
31148,190,1,7175,4.99,4/27/2007
31149,190,1,7386,5.99,4/27/2007
31150,190,2,7404,2.99,4/27/2007
31151,190,1,8498,0.99,4/29/2007
31152,191,1,5338,2.99,4/9/2007
31153,191,2,5397,5.99,4/9/2007
31154,191,1,5924,5.99,4/10/2007
31155,191,1,7150,6.99,4/27/2007
31156,191,1,7450,3.99,4/27/2007
31157,191,1,7520,2.99,4/27/2007
31158,191,2,8583,0.99,4/29/2007
31159,191,1,9297,4.99,4/30/2007
31160,191,1,9964,4.99,4/30/2007
31161,192,1,3902,2.99,4/6/2007
31162,192,1,4469,4.99,4/7/2007
31163,192,1,5400,2.99,4/9/2007
31164,192,2,6223,0.99,4/11/2007
31165,192,2,6691,0.99,4/12/2007
31166,192,2,7147,2.99,4/27/2007
31167,192,2,8051,0.99,4/28/2007
31168,192,2,8292,7.99,4/29/2007
31169,192,1,9462,7.99,4/30/2007
