Id thuê,Ngày thuê,Id tài s?n,Id khách hàng,Ngày tr?,Id nhân viên,C?p nh?t cu?i cùng
14232,8/21/2005,2710,176,8/29/2005,1,2/16/2006
14233,8/21/2005,2943,599,8/28/2005,1,2/16/2006
14234,8/21/2005,1439,271,8/23/2005,2,2/16/2006
14235,8/21/2005,125,558,8/29/2005,1,2/16/2006
14236,8/21/2005,172,25,8/26/2005,2,2/16/2006
14237,8/21/2005,3284,410,8/25/2005,1,2/16/2006
14238,8/21/2005,3148,192,8/30/2005,2,2/16/2006
14239,8/21/2005,1559,416,8/22/2005,2,2/16/2006
14240,8/21/2005,3294,12,8/22/2005,2,2/16/2006
14241,8/21/2005,2547,291,8/30/2005,1,2/16/2006
14242,8/21/2005,1588,68,8/27/2005,1,2/16/2006
14243,2/14/2006,1489,264,,1,2/16/2006
14244,8/21/2005,1150,43,8/24/2005,1,2/16/2006
14245,8/21/2005,975,354,8/26/2005,1,2/16/2006
14246,8/21/2005,3499,120,8/26/2005,1,2/16/2006
14247,8/21/2005,267,302,8/26/2005,1,2/16/2006
14248,8/21/2005,725,293,8/28/2005,2,2/16/2006
14249,8/21/2005,695,268,8/28/2005,2,2/16/2006
14250,8/21/2005,3008,313,8/28/2005,2,2/16/2006
14251,8/21/2005,139,486,8/26/2005,2,2/16/2006
14252,8/21/2005,2660,13,8/29/2005,1,2/16/2006
14253,8/21/2005,4246,456,8/25/2005,1,2/16/2006
14254,8/21/2005,1549,589,8/29/2005,2,2/16/2006
14255,8/21/2005,3125,492,8/29/2005,1,2/16/2006
14256,8/21/2005,2922,331,8/29/2005,2,2/16/2006
14257,8/21/2005,3830,178,8/29/2005,2,2/16/2006
14258,8/21/2005,752,359,8/26/2005,1,2/16/2006
14259,8/21/2005,3705,583,8/22/2005,2,2/16/2006
14260,8/21/2005,2961,40,8/29/2005,2,2/16/2006
14261,8/21/2005,1426,166,8/26/2005,1,2/16/2006
14262,8/21/2005,1430,324,8/30/2005,1,2/16/2006
14263,8/21/2005,2595,533,8/29/2005,2,2/16/2006
14264,8/21/2005,3426,295,8/25/2005,1,2/16/2006
14265,8/21/2005,3116,134,8/23/2005,1,2/16/2006
14266,8/21/2005,3543,269,8/23/2005,1,2/16/2006
14267,2/14/2006,2199,527,,2,2/16/2006
14268,8/21/2005,2442,278,8/23/2005,2,2/16/2006
14269,8/21/2005,531,241,8/30/2005,2,2/16/2006
14270,8/21/2005,4083,171,8/27/2005,1,2/16/2006
14271,8/21/2005,4506,224,8/27/2005,1,2/16/2006
14272,8/21/2005,3908,243,8/28/2005,1,2/16/2006
14273,8/21/2005,2640,388,8/30/2005,1,2/16/2006
14274,8/21/2005,3183,405,8/26/2005,2,2/16/2006
14275,8/21/2005,3238,163,8/25/2005,1,2/16/2006
14276,8/21/2005,3637,318,8/28/2005,2,2/16/2006
14277,8/21/2005,2652,566,8/28/2005,2,2/16/2006
14278,2/14/2006,2334,557,,2,2/16/2006
14279,8/21/2005,3325,387,8/29/2005,2,2/16/2006
14280,8/21/2005,1561,481,8/23/2005,1,2/16/2006
14281,8/21/2005,1848,166,8/26/2005,2,2/16/2006
14282,8/21/2005,3107,450,8/22/2005,1,2/16/2006
14283,8/21/2005,3052,253,8/24/2005,1,2/16/2006
14284,8/21/2005,633,486,8/28/2005,1,2/16/2006
14285,8/21/2005,402,249,8/28/2005,1,2/16/2006
14286,8/21/2005,2377,558,8/27/2005,2,2/16/2006
14287,8/21/2005,2426,427,8/25/2005,2,2/16/2006
14288,8/21/2005,587,512,8/26/2005,1,2/16/2006
14289,8/21/2005,1185,103,8/25/2005,2,2/16/2006
14290,8/21/2005,790,366,8/28/2005,1,2/16/2006
14291,8/21/2005,3988,56,8/26/2005,2,2/16/2006
14292,8/21/2005,1959,251,8/22/2005,2,2/16/2006
14293,8/21/2005,3555,364,8/22/2005,2,2/16/2006
14294,8/21/2005,354,455,8/22/2005,2,2/16/2006
14295,8/21/2005,2187,336,8/22/2005,2,2/16/2006
14296,8/21/2005,3813,275,8/26/2005,1,2/16/2006
14297,8/21/2005,1712,566,8/25/2005,1,2/16/2006
14298,8/21/2005,4317,410,8/25/2005,1,2/16/2006
14299,8/21/2005,4028,342,8/24/2005,1,2/16/2006
14300,8/21/2005,690,382,8/25/2005,2,2/16/2006
14301,8/21/2005,283,162,8/28/2005,1,2/16/2006
14302,8/21/2005,1287,511,8/28/2005,1,2/16/2006
14303,8/21/2005,992,475,8/24/2005,1,2/16/2006
14304,8/21/2005,2650,417,8/26/2005,2,2/16/2006
14305,8/21/2005,2056,58,8/27/2005,1,2/16/2006
14306,8/21/2005,4027,453,8/30/2005,1,2/16/2006
14307,8/21/2005,2894,328,8/29/2005,1,2/16/2006
14308,8/21/2005,3478,419,8/25/2005,2,2/16/2006
14309,8/21/2005,4447,468,8/30/2005,2,2/16/2006
14310,8/21/2005,95,177,8/22/2005,1,2/16/2006
14311,8/21/2005,1761,69,8/27/2005,2,2/16/2006
14312,8/21/2005,1090,238,8/23/2005,1,2/16/2006
14313,8/21/2005,3384,468,8/30/2005,2,2/16/2006
14314,8/21/2005,4115,178,8/24/2005,2,2/16/2006
14315,8/21/2005,1164,459,8/27/2005,1,2/16/2006
14316,8/21/2005,386,64,8/23/2005,2,2/16/2006
14317,8/21/2005,2090,471,8/27/2005,1,2/16/2006
14318,2/14/2006,1042,508,,2,2/16/2006
14319,8/21/2005,4480,410,8/26/2005,1,2/16/2006
14320,8/21/2005,3121,199,8/22/2005,1,2/16/2006
14321,8/21/2005,967,236,8/23/2005,1,2/16/2006
14322,8/21/2005,2818,221,8/29/2005,2,2/16/2006
14323,8/21/2005,1257,97,8/25/2005,1,2/16/2006
14324,8/21/2005,1361,155,8/30/2005,1,2/16/2006
14325,8/21/2005,4432,313,8/23/2005,2,2/16/2006
14326,8/21/2005,1052,17,8/27/2005,1,2/16/2006
14327,8/21/2005,553,457,8/30/2005,2,2/16/2006
14328,8/21/2005,3194,489,8/25/2005,2,2/16/2006
14329,8/21/2005,3544,6,8/28/2005,2,2/16/2006
14330,8/21/2005,763,84,8/30/2005,2,2/16/2006
14331,8/21/2005,3128,372,8/29/2005,2,2/16/2006
14332,8/21/2005,1388,496,8/29/2005,1,2/16/2006
14333,8/21/2005,2976,93,8/28/2005,2,2/16/2006
14334,8/21/2005,1448,595,8/25/2005,2,2/16/2006
14335,8/21/2005,2610,263,8/26/2005,1,2/16/2006
14336,8/21/2005,3166,362,8/23/2005,1,2/16/2006
14337,8/21/2005,3529,506,8/24/2005,1,2/16/2006
14338,8/21/2005,1789,205,8/24/2005,2,2/16/2006
14339,8/21/2005,1744,30,8/26/2005,2,2/16/2006
14340,8/21/2005,2181,230,8/25/2005,1,2/16/2006
14341,8/21/2005,4498,560,8/26/2005,1,2/16/2006
14342,8/21/2005,2749,559,8/23/2005,2,2/16/2006
14343,8/21/2005,3769,238,8/29/2005,1,2/16/2006
14344,8/21/2005,1562,341,8/27/2005,1,2/16/2006
14345,8/21/2005,1726,598,8/24/2005,1,2/16/2006
14346,8/21/2005,109,17,8/23/2005,2,2/16/2006
14347,8/21/2005,3862,214,8/25/2005,2,2/16/2006
14348,8/21/2005,885,496,8/24/2005,2,2/16/2006
14349,8/21/2005,96,119,8/30/2005,1,2/16/2006
14350,8/21/2005,3174,222,8/30/2005,2,2/16/2006
14351,8/21/2005,2037,66,8/25/2005,1,2/16/2006
14352,8/21/2005,1224,527,8/28/2005,1,2/16/2006
14353,8/21/2005,1612,129,8/22/2005,2,2/16/2006
14354,8/21/2005,1137,382,8/30/2005,1,2/16/2006
14355,8/21/2005,649,271,8/27/2005,2,2/16/2006
14356,8/21/2005,3169,65,8/24/2005,2,2/16/2006
14357,8/21/2005,2906,233,8/22/2005,2,2/16/2006
14358,8/21/2005,861,112,8/24/2005,1,2/16/2006
14359,8/21/2005,1841,401,8/22/2005,1,2/16/2006
14360,8/21/2005,2677,246,8/29/2005,2,2/16/2006
14361,2/14/2006,1231,191,,2,2/16/2006
14362,8/21/2005,1992,312,8/26/2005,1,2/16/2006
14363,8/21/2005,2579,560,8/23/2005,1,2/16/2006
14364,8/21/2005,3513,236,8/29/2005,1,2/16/2006
14365,8/21/2005,618,457,8/27/2005,1,2/16/2006
14366,8/21/2005,4011,524,8/26/2005,2,2/16/2006
14367,8/21/2005,870,244,8/26/2005,2,2/16/2006
14368,8/21/2005,2063,351,8/30/2005,1,2/16/2006
14369,8/21/2005,1636,392,8/25/2005,1,2/16/2006
14370,8/21/2005,3520,161,8/27/2005,2,2/16/2006
14371,8/21/2005,2197,221,8/27/2005,2,2/16/2006
14372,8/21/2005,1953,520,8/28/2005,1,2/16/2006
14373,8/21/2005,4433,268,8/25/2005,1,2/16/2006
14374,2/14/2006,236,213,,2,2/16/2006
14375,8/21/2005,2507,550,8/26/2005,2,2/16/2006
14376,8/21/2005,1936,582,8/22/2005,2,2/16/2006
14377,8/21/2005,1325,6,8/29/2005,1,2/16/2006
14378,8/21/2005,810,515,8/30/2005,1,2/16/2006
14379,8/21/2005,3062,136,8/24/2005,1,2/16/2006
14380,8/21/2005,1523,198,8/25/2005,2,2/16/2006
14381,8/21/2005,811,391,8/25/2005,1,2/16/2006
14382,8/21/2005,4119,119,8/22/2005,2,2/16/2006
14383,8/21/2005,1941,482,8/24/2005,2,2/16/2006
14384,8/21/2005,2429,371,8/26/2005,1,2/16/2006
14385,8/21/2005,4356,317,8/25/2005,2,2/16/2006
14386,8/21/2005,3402,514,8/25/2005,1,2/16/2006
14387,8/21/2005,1286,295,8/28/2005,2,2/16/2006
14388,8/21/2005,1078,274,8/30/2005,2,2/16/2006
14389,8/21/2005,2718,145,8/27/2005,1,2/16/2006
14390,8/21/2005,3951,366,8/28/2005,2,2/16/2006
14391,8/21/2005,3117,205,8/23/2005,2,2/16/2006
14392,8/21/2005,847,586,8/28/2005,2,2/16/2006
14393,8/21/2005,3937,368,8/29/2005,1,2/16/2006
14394,8/21/2005,4555,118,8/28/2005,1,2/16/2006
14395,8/21/2005,632,506,8/28/2005,2,2/16/2006
14396,8/21/2005,3855,353,8/22/2005,2,2/16/2006
14397,8/21/2005,3883,47,8/24/2005,1,2/16/2006
14398,8/21/2005,357,505,8/23/2005,2,2/16/2006
14399,8/21/2005,3582,188,8/27/2005,1,2/16/2006
14400,8/21/2005,3891,569,8/26/2005,1,2/16/2006
14401,8/21/2005,3468,407,8/30/2005,1,2/16/2006
14402,8/21/2005,749,467,8/27/2005,2,2/16/2006
14403,8/21/2005,3581,297,8/29/2005,1,2/16/2006
14404,8/21/2005,3660,192,8/30/2005,1,2/16/2006
14405,8/21/2005,2777,470,8/30/2005,2,2/16/2006
14406,8/21/2005,2741,181,8/28/2005,1,2/16/2006
14407,8/21/2005,2403,500,8/25/2005,2,2/16/2006
14408,8/21/2005,222,593,8/27/2005,1,2/16/2006
14409,8/21/2005,1161,314,8/25/2005,2,2/16/2006
14410,8/21/2005,839,196,8/26/2005,2,2/16/2006
14411,8/21/2005,2125,502,8/22/2005,2,2/16/2006
14412,8/21/2005,212,121,8/29/2005,1,2/16/2006
14413,8/21/2005,50,367,8/29/2005,1,2/16/2006
14414,8/21/2005,1757,515,8/23/2005,2,2/16/2006
14415,2/14/2006,2670,561,,2,2/16/2006
14416,8/21/2005,3002,384,8/25/2005,1,2/16/2006
14417,8/21/2005,1768,596,8/25/2005,1,2/16/2006
14418,8/21/2005,89,442,8/28/2005,2,2/16/2006
14419,8/21/2005,3146,221,8/30/2005,1,2/16/2006
14420,8/21/2005,2495,551,8/24/2005,2,2/16/2006
14421,8/21/2005,4402,406,8/24/2005,1,2/16/2006
14422,8/21/2005,1382,361,8/25/2005,1,2/16/2006
14423,8/21/2005,2873,521,8/26/2005,2,2/16/2006
14424,8/21/2005,2535,489,8/29/2005,2,2/16/2006
14425,2/14/2006,2752,560,,2,2/16/2006
14426,2/14/2006,2902,315,,1,2/16/2006
14427,8/21/2005,2353,163,8/27/2005,1,2/16/2006
14428,8/21/2005,1614,458,8/29/2005,1,2/16/2006
14429,8/21/2005,2513,66,8/24/2005,1,2/16/2006
14430,8/21/2005,2623,5,8/26/2005,1,2/16/2006
14431,8/21/2005,1572,106,8/26/2005,2,2/16/2006
14432,8/21/2005,2294,138,8/24/2005,2,2/16/2006
14433,8/21/2005,732,401,8/26/2005,1,2/16/2006
14434,8/21/2005,2085,549,8/24/2005,1,2/16/2006
14435,8/21/2005,2919,169,8/24/2005,1,2/16/2006
14436,8/21/2005,3473,560,8/25/2005,2,2/16/2006
14437,8/21/2005,1504,136,8/25/2005,2,2/16/2006
14438,8/21/2005,1621,392,8/28/2005,1,2/16/2006
14439,8/21/2005,3903,564,8/30/2005,1,2/16/2006
14440,8/21/2005,3495,194,8/23/2005,1,2/16/2006
14441,8/21/2005,1210,260,8/26/2005,2,2/16/2006
14442,8/21/2005,122,205,8/23/2005,2,2/16/2006
14443,8/21/2005,376,447,8/29/2005,2,2/16/2006
14444,8/21/2005,2211,225,8/28/2005,2,2/16/2006
14445,8/21/2005,3186,256,8/22/2005,2,2/16/2006
14446,8/21/2005,4367,21,8/26/2005,1,2/16/2006
14447,8/21/2005,1889,584,8/27/2005,2,2/16/2006
14448,8/21/2005,1937,263,8/30/2005,1,2/16/2006
14449,8/21/2005,653,529,8/27/2005,2,2/16/2006
14450,8/21/2005,1194,48,8/26/2005,2,2/16/2006
14451,8/21/2005,3967,467,8/22/2005,2,2/16/2006
14452,8/21/2005,4231,325,8/27/2005,1,2/16/2006
14453,8/21/2005,3312,237,8/27/2005,1,2/16/2006
14454,8/21/2005,2475,150,8/22/2005,2,2/16/2006
14455,8/21/2005,3442,68,8/27/2005,2,2/16/2006
14456,8/21/2005,2520,125,8/26/2005,1,2/16/2006
14457,8/21/2005,4288,340,8/25/2005,1,2/16/2006
14458,8/21/2005,1769,256,8/30/2005,2,2/16/2006
14459,8/21/2005,1532,98,8/27/2005,2,2/16/2006
14460,8/21/2005,4137,120,8/30/2005,2,2/16/2006
14461,8/21/2005,371,42,8/30/2005,1,2/16/2006
14462,8/21/2005,2201,96,8/27/2005,2,2/16/2006
14463,8/21/2005,1403,365,8/29/2005,1,2/16/2006
14464,8/21/2005,2310,121,8/25/2005,1,2/16/2006
14465,8/21/2005,4206,262,8/28/2005,2,2/16/2006
14466,8/21/2005,923,442,8/22/2005,2,2/16/2006
14467,8/21/2005,1498,522,8/28/2005,1,2/16/2006
14468,8/21/2005,4168,224,8/30/2005,2,2/16/2006
14469,8/21/2005,1957,554,8/24/2005,1,2/16/2006
14470,8/21/2005,3899,379,8/23/2005,2,2/16/2006
14471,8/21/2005,1254,395,8/26/2005,1,2/16/2006
14472,8/21/2005,4097,184,8/23/2005,2,2/16/2006
14473,8/21/2005,2747,298,8/23/2005,1,2/16/2006
14474,8/21/2005,2632,294,8/27/2005,2,2/16/2006
14475,8/21/2005,3164,2,8/27/2005,2,2/16/2006
14476,8/21/2005,2821,101,8/23/2005,1,2/16/2006
14477,8/21/2005,1564,126,8/25/2005,2,2/16/2006
14478,8/21/2005,2990,231,8/25/2005,2,2/16/2006
14479,8/21/2005,2235,324,8/29/2005,2,2/16/2006
14480,8/21/2005,229,411,8/26/2005,1,2/16/2006
14481,8/21/2005,4099,367,8/30/2005,2,2/16/2006
14482,8/21/2005,2765,23,8/27/2005,1,2/16/2006
14483,8/21/2005,37,275,8/28/2005,2,2/16/2006
14484,8/21/2005,3714,418,8/23/2005,1,2/16/2006
14485,8/21/2005,1637,241,8/30/2005,2,2/16/2006
14486,8/21/2005,3119,138,8/23/2005,1,2/16/2006
14487,8/21/2005,2578,526,8/29/2005,1,2/16/2006
14488,2/14/2006,4202,75,,2,2/16/2006
14489,8/21/2005,2312,9,8/30/2005,2,2/16/2006
14490,8/21/2005,1771,205,8/28/2005,2,2/16/2006
14491,8/21/2005,2072,226,8/29/2005,1,2/16/2006
14492,8/21/2005,1591,266,8/23/2005,1,2/16/2006
14493,8/21/2005,2590,389,8/28/2005,1,2/16/2006
14494,8/21/2005,169,5,8/22/2005,2,2/16/2006
14495,8/21/2005,3215,429,8/22/2005,2,2/16/2006
14496,8/21/2005,2185,223,8/24/2005,1,2/16/2006
14497,8/21/2005,3240,254,8/22/2005,2,2/16/2006
14498,8/21/2005,3971,544,8/23/2005,1,2/16/2006
14499,8/21/2005,4109,292,8/23/2005,2,2/16/2006
14500,8/21/2005,2024,451,8/27/2005,1,2/16/2006
14501,8/21/2005,3588,576,8/25/2005,1,2/16/2006
14502,8/21/2005,2986,378,8/23/2005,1,2/16/2006
14503,2/14/2006,2144,188,,1,2/16/2006
14504,8/21/2005,4536,312,8/27/2005,1,2/16/2006
14505,8/21/2005,2172,203,8/29/2005,1,2/16/2006
14506,8/21/2005,4493,537,8/24/2005,2,2/16/2006
14507,8/21/2005,1969,175,8/28/2005,2,2/16/2006
14508,8/21/2005,703,396,8/27/2005,2,2/16/2006
14509,8/21/2005,541,520,8/26/2005,1,2/16/2006
14510,8/21/2005,1868,547,8/30/2005,1,2/16/2006
14511,8/21/2005,4452,16,8/28/2005,2,2/16/2006
14512,8/21/2005,579,51,8/24/2005,2,2/16/2006
14513,8/21/2005,4265,185,8/24/2005,2,2/16/2006
14514,8/21/2005,1259,295,8/30/2005,2,2/16/2006
14515,8/21/2005,2215,242,8/27/2005,1,2/16/2006
14516,2/14/2006,713,457,,2,2/16/2006
14517,8/21/2005,3568,311,8/24/2005,2,2/16/2006
14518,8/21/2005,2734,82,8/24/2005,2,2/16/2006
14519,8/21/2005,1541,403,8/22/2005,2,2/16/2006
14520,8/21/2005,4533,150,8/30/2005,1,2/16/2006
14521,8/21/2005,1538,200,8/28/2005,1,2/16/2006
14522,8/21/2005,2101,535,8/25/2005,1,2/16/2006
14523,8/21/2005,345,433,8/22/2005,2,2/16/2006
14524,8/21/2005,4409,374,8/29/2005,2,2/16/2006
14525,8/21/2005,3020,420,8/22/2005,1,2/16/2006
14526,2/14/2006,1799,534,,1,2/16/2006
14527,8/21/2005,3496,232,8/23/2005,1,2/16/2006
14528,8/21/2005,4305,46,8/26/2005,2,2/16/2006
14529,8/21/2005,1774,380,8/29/2005,1,2/16/2006
14530,8/21/2005,1905,77,8/26/2005,2,2/16/2006
14531,2/14/2006,4296,568,,2,2/16/2006
14532,8/21/2005,2057,37,8/25/2005,2,2/16/2006
14533,8/21/2005,2202,586,8/26/2005,1,2/16/2006
14534,8/21/2005,2514,56,8/26/2005,1,2/16/2006
14535,8/21/2005,530,412,8/29/2005,2,2/16/2006
14536,8/21/2005,2615,48,8/27/2005,1,2/16/2006
14537,8/21/2005,3755,405,8/23/2005,2,2/16/2006
14538,8/21/2005,3348,471,8/22/2005,2,2/16/2006
14539,8/21/2005,3340,41,8/28/2005,1,2/16/2006
14540,8/21/2005,2362,28,8/27/2005,2,2/16/2006
14541,8/21/2005,1275,576,8/25/2005,1,2/16/2006
14542,8/21/2005,1247,101,8/27/2005,2,2/16/2006
14543,8/21/2005,709,579,8/28/2005,1,2/16/2006
14544,8/21/2005,2445,589,8/24/2005,1,2/16/2006
14545,8/21/2005,2459,13,8/29/2005,2,2/16/2006
14546,8/21/2005,1515,466,8/23/2005,2,2/16/2006
14547,8/21/2005,1172,265,8/26/2005,1,2/16/2006
14548,8/21/2005,226,299,8/25/2005,2,2/16/2006
14549,8/21/2005,4117,155,8/22/2005,1,2/16/2006
14550,8/21/2005,2814,473,8/23/2005,1,2/16/2006
14551,8/21/2005,496,521,8/28/2005,2,2/16/2006
14552,8/21/2005,1991,477,8/27/2005,1,2/16/2006
14553,8/21/2005,3160,434,8/23/2005,2,2/16/2006
14554,8/21/2005,31,38,8/26/2005,2,2/16/2006
14555,8/21/2005,1926,440,8/23/2005,1,2/16/2006
14556,8/21/2005,475,265,8/29/2005,1,2/16/2006
14557,8/21/2005,483,490,8/27/2005,1,2/16/2006
14558,8/21/2005,3958,273,8/28/2005,2,2/16/2006
14559,8/21/2005,3842,433,8/30/2005,1,2/16/2006
14560,8/21/2005,1616,579,8/26/2005,1,2/16/2006
14561,8/21/2005,2498,443,8/27/2005,1,2/16/2006
14562,8/21/2005,3501,107,8/22/2005,1,2/16/2006
14563,8/21/2005,3984,212,8/25/2005,2,2/16/2006
14564,8/21/2005,3250,22,8/26/2005,1,2/16/2006
14565,8/21/2005,4160,250,8/25/2005,1,2/16/2006
14566,8/21/2005,84,87,8/26/2005,1,2/16/2006
14567,8/21/2005,3805,214,8/26/2005,1,2/16/2006
14568,8/21/2005,3331,582,8/22/2005,1,2/16/2006
14569,8/21/2005,884,15,8/25/2005,2,2/16/2006
14570,8/21/2005,955,32,8/30/2005,2,2/16/2006
14571,8/21/2005,2218,296,8/29/2005,1,2/16/2006
14572,8/21/2005,1397,538,8/26/2005,2,2/16/2006
14573,8/21/2005,2423,240,8/23/2005,2,2/16/2006
14574,8/21/2005,1611,62,8/26/2005,2,2/16/2006
14575,8/21/2005,3752,159,8/30/2005,2,2/16/2006
14576,8/21/2005,1189,45,8/28/2005,2,2/16/2006
14577,8/21/2005,1965,126,8/26/2005,1,2/16/2006
14578,8/21/2005,3141,389,8/28/2005,2,2/16/2006
14579,8/21/2005,1205,260,8/28/2005,1,2/16/2006
14580,8/21/2005,1440,448,8/28/2005,1,2/16/2006
14581,8/21/2005,751,243,8/26/2005,1,2/16/2006
14582,8/21/2005,1004,438,8/29/2005,2,2/16/2006
14583,8/21/2005,1203,455,8/24/2005,2,2/16/2006
14584,8/21/2005,2617,481,8/24/2005,2,2/16/2006
14585,8/21/2005,82,30,8/26/2005,1,2/16/2006
14586,8/21/2005,3094,182,8/26/2005,1,2/16/2006
14587,8/21/2005,2329,250,8/26/2005,1,2/16/2006
14588,8/21/2005,1350,219,8/28/2005,2,2/16/2006
14589,8/21/2005,2810,179,8/22/2005,1,2/16/2006
14590,8/21/2005,2633,526,8/28/2005,1,2/16/2006
14591,8/21/2005,3410,538,8/24/2005,1,2/16/2006
14592,8/21/2005,2681,563,8/22/2005,2,2/16/2006
14593,8/21/2005,1399,564,8/24/2005,1,2/16/2006
14594,8/21/2005,2978,62,8/26/2005,2,2/16/2006
14595,8/21/2005,1879,118,8/27/2005,1,2/16/2006
14596,8/21/2005,2010,472,8/30/2005,1,2/16/2006
14597,8/21/2005,1160,472,8/25/2005,1,2/16/2006
14598,8/21/2005,1113,359,8/29/2005,2,2/16/2006
14599,8/21/2005,4575,599,8/22/2005,1,2/16/2006
14600,8/21/2005,3532,255,8/28/2005,1,2/16/2006
14601,8/21/2005,548,406,8/29/2005,1,2/16/2006
14602,8/21/2005,3771,370,8/28/2005,1,2/16/2006
14603,8/21/2005,94,26,8/28/2005,1,2/16/2006
14604,2/14/2006,1024,585,,2,2/16/2006
14605,8/21/2005,476,394,8/24/2005,1,2/16/2006
14606,2/14/2006,2291,592,,2,2/16/2006
14607,8/21/2005,4518,417,8/22/2005,2,2/16/2006
14608,8/21/2005,3321,90,8/25/2005,1,2/16/2006
14609,8/21/2005,1206,551,8/25/2005,2,2/16/2006
14610,8/21/2005,1894,260,8/29/2005,2,2/16/2006
14611,8/21/2005,4078,443,8/26/2005,1,2/16/2006
14612,8/21/2005,4105,445,8/27/2005,1,2/16/2006
14613,8/21/2005,3841,20,8/26/2005,1,2/16/2006
14614,8/21/2005,3053,468,8/30/2005,1,2/16/2006
14615,8/21/2005,2332,171,8/30/2005,2,2/16/2006
14616,2/14/2006,4537,532,,1,2/16/2006
14617,8/21/2005,3562,51,8/24/2005,2,2/16/2006
14618,8/21/2005,4490,270,8/28/2005,1,2/16/2006
14619,8/21/2005,1589,338,8/23/2005,2,2/16/2006
14620,8/21/2005,3272,78,8/22/2005,2,2/16/2006
14621,8/21/2005,3622,344,8/23/2005,1,2/16/2006
14622,8/21/2005,2702,559,8/31/2005,2,2/16/2006
14623,8/21/2005,901,33,8/26/2005,2,2/16/2006
14624,8/21/2005,4,344,8/23/2005,1,2/16/2006
14625,8/21/2005,2661,507,8/29/2005,1,2/16/2006
14626,8/21/2005,1038,554,8/25/2005,2,2/16/2006
14627,8/21/2005,2470,49,8/30/2005,1,2/16/2006
14628,8/21/2005,3636,331,8/27/2005,2,2/16/2006
14629,8/21/2005,761,148,8/25/2005,2,2/16/2006
14630,8/21/2005,4049,294,8/29/2005,2,2/16/2006
14631,8/21/2005,782,209,8/28/2005,1,2/16/2006
14632,8/21/2005,2807,38,8/25/2005,2,2/16/2006
14633,8/21/2005,2137,551,8/25/2005,1,2/16/2006
14634,8/21/2005,486,494,8/29/2005,2,2/16/2006
14635,8/21/2005,2171,108,8/27/2005,2,2/16/2006
14636,8/21/2005,1671,339,8/23/2005,2,2/16/2006
14637,8/21/2005,1846,76,8/26/2005,2,2/16/2006
14638,8/21/2005,3583,216,8/22/2005,2,2/16/2006
14639,8/21/2005,3510,210,8/26/2005,1,2/16/2006
14640,8/21/2005,1880,253,8/27/2005,2,2/16/2006
14641,8/21/2005,2205,147,8/22/2005,2,2/16/2006
14642,8/21/2005,1280,81,8/30/2005,2,2/16/2006
14643,8/21/2005,798,119,8/29/2005,1,2/16/2006
14644,8/21/2005,3905,453,8/29/2005,1,2/16/2006
14645,8/21/2005,2369,334,8/25/2005,1,2/16/2006
14646,8/21/2005,948,186,8/23/2005,1,2/16/2006
14647,8/21/2005,3854,36,8/30/2005,2,2/16/2006
14648,8/21/2005,2250,284,8/25/2005,2,2/16/2006
14649,8/21/2005,4074,43,8/22/2005,1,2/16/2006
14650,8/21/2005,1274,190,8/25/2005,2,2/16/2006
14651,8/21/2005,4037,544,8/28/2005,2,2/16/2006
14652,8/21/2005,4163,453,8/23/2005,2,2/16/2006
14653,8/21/2005,491,593,8/24/2005,1,2/16/2006
14654,8/21/2005,687,173,8/23/2005,2,2/16/2006
14655,8/21/2005,785,253,8/22/2005,1,2/16/2006
14656,8/21/2005,4205,201,8/24/2005,2,2/16/2006
14657,8/21/2005,477,244,8/26/2005,2,2/16/2006
14658,8/21/2005,1465,473,8/25/2005,1,2/16/2006
14659,8/21/2005,928,119,8/26/2005,1,2/16/2006
14660,8/21/2005,3433,452,8/22/2005,1,2/16/2006
14661,8/21/2005,745,469,8/27/2005,1,2/16/2006
14662,8/21/2005,2969,403,8/23/2005,2,2/16/2006
14663,8/21/2005,2351,150,8/27/2005,2,2/16/2006
14664,8/21/2005,4377,153,8/27/2005,1,2/16/2006
14665,8/21/2005,2896,58,8/30/2005,1,2/16/2006
14666,8/21/2005,2560,122,8/30/2005,2,2/16/2006
14667,8/21/2005,2608,55,8/23/2005,1,2/16/2006
14668,8/21/2005,1450,152,8/29/2005,2,2/16/2006
14669,8/21/2005,3154,317,8/25/2005,1,2/16/2006
14670,8/21/2005,4324,537,8/27/2005,2,2/16/2006
14671,8/21/2005,2622,53,8/22/2005,1,2/16/2006
14672,8/21/2005,4144,325,8/30/2005,1,2/16/2006
14673,8/21/2005,1827,445,8/25/2005,1,2/16/2006
14674,8/21/2005,572,300,8/27/2005,1,2/16/2006
14675,8/21/2005,328,170,8/26/2005,2,2/16/2006
14676,8/21/2005,877,49,8/26/2005,1,2/16/2006
14677,8/21/2005,4411,26,8/28/2005,1,2/16/2006
14678,8/21/2005,1911,383,8/31/2005,2,2/16/2006
14679,8/21/2005,1520,193,8/23/2005,1,2/16/2006
14680,8/21/2005,4469,524,8/28/2005,1,2/16/2006
14681,8/21/2005,1083,212,8/30/2005,1,2/16/2006
14682,8/21/2005,2974,314,8/28/2005,2,2/16/2006
14683,8/21/2005,3850,342,8/29/2005,1,2/16/2006
14684,8/21/2005,3593,369,8/28/2005,2,2/16/2006
14685,8/21/2005,1320,69,8/22/2005,1,2/16/2006
14686,8/21/2005,814,34,8/26/2005,1,2/16/2006
